Bai,STT,Nghia_Tieng_Viet,Dap_An_Tieng_Nhat,Han_Tu,Han_Viet
10,5,người đàn bà,おんなのひと,女の人,NỮ NHÂN
10,6,cậu con trai,おとこのこ,男の子,NAM TỬ
10,7,cô con gái,おんなのこ,女の子,NỮ TỬ
10,8,chó,いぬ,犬,KHUYỂN
10,9,mèo,ねこ,猫,MIÊU
10,10,"cây, gỗ",き,木,MỘC
10,11,"vật, đồ vật",もの,物,VẬT
10,12,phim,フィルム,,
10,13,pin,でんち,電池,ĐIỆN TRÌ
10,14,hộp,はこ,箱,TƯƠNG
10,15,công tắc,スイッチ,,
10,16,tủ lạnh,れいぞうこ,冷蔵庫,LÃNH TÀNG KHỐ
10,17,bàn,テーブル,,
10,18,giường,ベッド,,
10,19,giá sách,たな,棚,BẰNG
10,20,cửa,ドア,,
10,21,cửa sổ,まど,窓,SONG
10,22,"hộp thư, hòm thư",ポスト,,
10,23,tòa nhà,ビル,,
10,24,công viên,こうえん,公園,CÔNG VIÊN
10,25,"quán giải khát, quán cà phê",きっさてん,喫茶店,KHÁCH TRÀ ĐIẾM
10,26,hiệu sách,ほんや,本屋,BẢN ỐC
10,27,"hiệu ~, cửa hàng ~",～や,～屋,ỐC
10,28,"bến xe, điểm lên xuống xe",のりば,乗り場,THỪA TRƯỜNG
10,29,tỉnh,けん,県,HUYỆN
10,30,trên,うえ,上,THƯỢNG
10,31,dưới,した,下,HẠ
10,32,trước,まえ,前,TIỀN
10,33,sau,うしろ,後ろ,HẬU
10,34,phải,みぎ,右,HỮU
10,35,trái,ひだり,左,TẢ
10,36,"trong, giữa",なか,中,TRUNG
10,37,ngoài,そと,外,NGOẠI
10,38,bên cạnh,となり,隣,LÂN
10,39,gần,ちかく,近く,CẬN
10,40,giữa,あいだ,間,GIAN
10,41,"~ và ~, v.v.",～や～［など］,,
10,42,~ nhất,いちばん～,一番～,NHẤT PHIÊN
10,43,"giá thứ ~, tầng thứ ~",～だんめ,～段目,ĐOẠN MỤC
10,44,Cảm ơn,［どうも］すみません,,
10,45,tương ớt,チリソース,,
10,46,bên trong cùng,おく,奥,ÁO
10,47,góc gia vị,スパイス・コーナー,,
10,48,Công viên Tokyo Disneyland,とうきょうディズニーランド,東京ディズニーランド,ĐÔNG KINH
10,49,tên một siêu thị giả tưởng,ユニューヤ・ストア,,
11,1,có con,［こどもが～］います,［子供が～］います,TỬ CUNG
11,2,ở Nhật,［にほんに～］います,［日本に～］います,NHẬT BẢN
11,3,"mất, tốn",かかります,,
11,4,nghỉ làm việc,［かいしゃを～］やすみます,［会社を～］休みます,HỘI XÃ
11,5,một cái,ひとつ,一つ,NHẤT
11,6,hai cái,ふたつ,二つ,NHỊ
11,7,ba cái,みっつ,三つ,TAM
11,8,bốn cái,よっつ,四つ,TỨ
11,9,năm cái,いつつ,五つ,NGŨ
11,10,sáu cái,むっつ,六つ,LỤC
11,11,bảy cái,ななつ,七つ,THẤT
11,12,tám cái,やっつ,八つ,BÁT
11,13,chín cái,ここのつ,九つ,CỬU
11,14,mười cái,とお,十,THẬP
11,15,"mấy cái, bao nhiêu cái",いくつ,,
11,16,một người,ひとり,一人,NHẤT NHÂN
11,17,hai người,ふたり,二人,NHỊ NHÂN
11,18,~ người,～にん,～人,NHÂN
11,19,"~ cái dùng để đếm máy móc, xe cộ",～だい,～台,ĐÀI
11,20,"~ tờ, tấm",～まい,～枚,MAI
11,21,~ lần,～かい,～回,HỒI
11,22,táo,りんご,,
11,23,quýt,みかん,,
11,24,bánh sandwich,サンドイッチ,,
11,25,món cơm cà ri,カレー［ライス］,,
11,26,kem,アイスクリーム,,
11,27,tem,きって,切手,THIẾT THỦ
11,28,bưu thiếp,はがき,葉書,DIỆP THƯ
11,29,phong bì,ふうとう,封筒,PHONG ĐỒNG
11,30,bưu phẩm gửi nhanh,そくたつ,速達,TỐC ĐẠT
11,31,bưu phẩm gửi bảo đảm,かきとめ,書留,THƯ LƯU
11,32,thư chuyển bằng đường hàng không,エアメール,,
11,33,gửi bằng đường hàng không,こうくうびん,航空便,HÀNG KHÔNG TIỆN
11,34,gửi bằng đường biển,ふなびん,船便,THUYỀN TIỆN
11,35,bố mẹ,りょうしん,両親,LƯỠNG THÂN
11,36,anh chị em,きょうだい,兄弟,HUYNH ĐỆ
11,37,anh trai,あに,兄,HUYNH
11,38,anh trai của người khác,おにいさん,お兄さん,HUYNH
11,39,chị gái,あね,姉,TỶ
11,40,chị gái của người khác,おねえさん,お姉さん,TỶ
11,41,em trai,おとうと,弟,ĐỆ
11,42,em trai của người khác,おとうとさん,弟さん,ĐỆ
11,43,em gái,いもうと,妹,MUỘI
11,44,em gái của người khác,いもうとさん,妹さん,MUỘI
11,45,nước ngoài,がいこく,外国,NGOẠI QUỐC
11,46,~ tiếng,～じかん,～時間,THỜI GIAN
11,47,~ tuần,～しゅうかん,～週間,CHU GIAN
11,48,~ tháng,～かげつ,～か月,NGUYỆT
11,49,~ năm,～ねん,～年,NIÊN
11,50,khoảng ~,～ぐらい,,
11,51,bao lâu,どのくらい,,
11,52,tổng cộng,ぜんぶで,全部で,TOÀN BỘ
11,53,tất cả,みんな,皆,GIAI
11,54,chỉ ~,～だけ,,
11,55,"Xin mời vào, xin chào quý khách",いらっしゃいませ。,,
11,56,Trời đẹp nhỉ,いい［お］てんきですね。,いい［お］天気ですね。,THIÊN KHÍ
11,57,Anh/chị đi ra ngoài đấy à?,おでかけですか。,お出かけですか。,XUẤT
11,58,Tôi đi ~ một chút,ちょっと～まで。,,
11,59,Anh/chị đi nhé,いっていらっしゃい。,行っていらっしゃい。,HÀNH
11,60,Tôi đi đây,いってまいります。,行ってまいります。,HÀNH
11,61,"sau đó, tiếp theo",それから,,
11,62,Úc,オーストラリア,,
12,1,"đơn giản, dễ",かんたん［な］,簡単［な］,GIẢN ĐƠN
12,2,gần,ちかい,近い,CẬN
12,3,xa,とおい,遠い,VIỄN
12,4,"nhanh, sớm",はやい,速い／早い,TỐC / TẢO
12,5,"chậm, muộn",おそい,遅い,TRÌ
12,6,nhiều người,［ひとが～］おおい,［人が～］多い,ĐA
12,7,ít người,［ひとが～］すくない,［人が～］少ない,THIỂU
12,8,ấm,あたたかい,温かい／暖かい,ÔN / NOÃN
12,9,mát,すずしい,涼しい,LƯƠNG
12,10,ngọt,あまい,甘い,CAM
12,11,cay,からい,辛い,TÂN
12,12,nặng,おもい,重い,TRỌNG
12,13,nhẹ,かるい,軽い,KHINH
12,14,"thích, chọn, dùng",［コーヒーが～］いい,,
12,15,mùa,きせつ,季節,QUÝ TIẾT
12,16,mùa xuân,はる,春,XUÂN
12,17,mùa hè,なつ,夏,HẠ
12,18,mùa thu,あき,秋,THU
12,19,mùa đông,ふゆ,冬,ĐÔNG
12,20,thời tiết,てんき,天気,THIÊN KHÍ
12,21,mưa,あめ,雨,VŨ
12,22,tuyết,ゆき,雪,TUYẾT
12,23,có mây,くもり,曇り,ĐÀM
12,24,khách sạn,ホテル,,
12,25,sân bay,くうこう,空港,KHÔNG CẢNG
12,26,"biển, đại dương",うみ,海,HẢI
12,27,thế giới,せかい,世界,THẾ GIỚI
12,28,tiệc,パーティー,,
12,29,lễ hội,［お］まつり,［お］祭り,TẾ
12,30,"kỳ thi, bài thi",しけん,試験,THÍ NGHIỆM
12,31,món Sukiyaki,すきやき,すき焼き,THIÊU
12,32,món gỏi cá sống Sashimi,さしみ,刺身,THÍCH THÂN
12,33,Sushi,［お］すし,［お］寿司,THỌ TI
12,34,Tempura,てんぷら,天ぷら,THIÊN
12,35,nghệ thuật cắm hoa,いけばな,生け花,SINH HOA
12,36,lá đỏ,もみじ,紅葉,HỒNG DIỆP
12,37,"phía nào, đằng nào, chỗ nào, đâu",どちら,,
12,38,cả hai,どちらも,,
12,39,hơn hẳn,ずっと,,
12,40,lần đầu tiên,はじめて,初めて,SƠ
12,41,Tôi đã về đây,ただいま。,,
12,42,Anh/chị đã về đấy à,おかえりなさい。,お帰りなさい。,QUY
12,43,"Ghê quá nhỉ, hay quá nhỉ",すごいですね。,,
12,44,nhưng,でも,,
12,45,Tôi mệt rồi,つかれました。,疲れました。,BÌ
12,46,Lễ hội Gion,ぎおんまつり,祇園祭,KỲ VIÊN TẾ
12,47,Hồng Kông,ホンコン,香港,HƯƠNG CẢNG
12,48,Singapore,シンガポール,,
12,49,tên một siêu thị giả tưởng,まいにちや,毎日屋,MỖI NHẬT ỐC
12,50,tên một siêu thị giả tưởng,ＡＣＢストア,,
12,51,tên một siêu thị giả tưởng,ジャパン,,
13,1,chơi,あそびます,遊びます,DU
13,2,bơi,およぎます,泳ぎます,VỊNH
13,3,đón,むかえます,迎えます,NGHINH
13,4,mệt,つかれます,疲れます,BÌ
13,5,gửi thư,［てがみを～］だします,［手紙を～］出します,THỦ CHỈ / XUẤT
13,6,vào quán giải khát,［きっさてんに～］はいります,［喫茶店に～］入ります,KHIẾT TRÀ ĐIẾM / NHẬP
13,7,ra khỏi quán giải khát,［きっさてんを～］でます,［喫茶店を～］出ます,KHIẾT TRÀ ĐIẾM / XUẤT
13,8,"kết hôn, lập gia đình, cưới",けっこんします,結婚します,KẾT HÔN
13,9,mua hàng,かいものします,買い物します,MÃI VẬT
13,10,ăn cơm,しょくじします,食事します,THỰC SỰ
13,11,đi dạo ở công viên,［こうえんを～］さんぽします,［公園を～］散歩します,CÔNG VIÊN / TÁN BỘ
13,12,"vất vả, khó khăn, khổ",たいへん［な］,大変［な］,ĐẠI BIẾN
13,13,muốn có,ほしい,欲しい,DỤC
13,14,"buồn, cô đơn",さびしい,寂しい,TỊCH
13,15,rộng,ひろい,広い,QUẢNG
13,16,"chật, hẹp",せまい,狭い,HIỆP
13,17,"văn phòng hành chính quận, thành phố",しやくしょ,市役所,THỊ DỊCH SỞ
13,18,bể bơi,プール,,
13,19,sông,かわ,川,XUYÊN
13,20,kinh tế,けいざい,経済,KINH TẾ
13,21,mỹ thuật,びじゅつ,美術,MỸ THUẬT
13,22,câu cá,つり,釣り,ĐIẾU
13,23,trượt tuyết,スキー,,
13,24,"họp, cuộc họp",かいぎ,会議,HỘI NGHỊ
13,25,đăng ký,とうろく,登録,ĐĂNG LỤC
13,26,cuối tuần,しゅうまつ,週末,CHU MẠT
13,27,"khoảng ~, dùng cho thời gian",～ごろ,～頃,KHOẢNH
13,28,cái gì đó,なにか,何か,HÀ
13,29,"đâu đó, chỗ nào đó",どこか,,
13,30,Tôi đói rồi,おなかが すきました。,,
13,31,Tôi no rồi,おなかが いっぱいです。,,
13,32,Tôi khát,のどが かわきました。,,
13,33,Thế à. / Như vậy nhỉ,そうですね。,,
13,34,Nhất trí. / Chúng ta thống nhất như thế,そうしましょう。,,
13,35,Anh/chị dùng món gì ạ?,ごちゅうもんは？,ご注文は？,CHÚ VĂN
13,36,"cơm suất, cơm phần",ていしょく,定食,ĐỊNH THỰC
13,37,món cơm thịt bò,ぎゅうどん,牛どん,NGƯU
13,38,Xin anh/chị vui lòng đợi một chút,［しょうしょう］おまちください。,［少々］お待ちください。,THIỂU / ĐÃI
13,39,"riêng ra, để riêng",べつべつに,別々に,BIỆT
13,40,Nga,ロシア,,
13,41,tên một nhà hàng giả tưởng,つるや,,
13,42,tên một chương trình truyền hình giả tưởng,おはようテレビ,,
14,1,"bật điện, bật máy điều hòa",つけます,点けます,ĐIỂM
14,2,"tắt điện, tắt máy điều hòa",けします,消します,TIÊU
14,3,"mở cửa, mở cửa sổ",あけます,開けます,KHAI
14,4,"đóng cửa, đóng cửa sổ",しめます,閉めます,BẾ
14,5,"vội, gấp",いそぎます,急ぎます,CẤP
14,6,"đợi, chờ",まちます,待ちます,ĐÃI
14,7,"dừng, đỗ xe",とめます,止めます,CHỈ
14,8,"rẽ phải, quẹo phải",［みぎへ～］まがります,［右へ～］曲がります,HỮU / KHÚC
14,9,"mang, cầm",もちます,持ちます,TRÌ
14,10,lấy,とります,取ります,THỦ
14,11,"giúp, giúp đỡ",てつだいます,手伝います,THỦ / TRUYỀN
14,12,"gọi taxi, gọi tên",よびます,呼びます,HÔ
14,13,"nói, nói chuyện",はなします,話します,THOẠI
14,14,"cho xem, trình cho xem",みせます,見せます,KIẾN
14,15,"nói địa chỉ, cho biết địa chỉ",［じゅうしょを～］おしえます,［住所を～］教えます,TRÚ SỞ / GIÁO
14,16,bắt đầu,はじめます,始めます,THỦY
14,17,"mưa rơi, tuyết rơi",［あめが～］ふります,［雨が～］降ります,VŨ / GIÁNG
14,18,"sao chép, copy",コピーします,,
14,19,máy điều hòa,エアコン,,
14,20,hộ chiếu,パスポート,,
14,21,tên,なまえ,名前,DANH TIỀN
14,22,địa chỉ,じゅうしょ,住所,TRÚ SỞ
14,23,bản đồ,ちず,地図,ĐỊA ĐỒ
14,24,muối,しお,塩,DIÊM
14,25,đường,さとう,砂糖,SA ĐƯỜNG
14,26,cách đọc,よみかた,読み方,ĐỘC PHƯƠNG
14,27,"cách làm, cách ~",～かた,～方,PHƯƠNG
14,28,"chậm, thong thả, thoải mái",ゆっくり,,
14,29,"ngay, lập tức",すぐ,直ぐ,TRỰC
14,30,"lại, lần nữa",また,,
14,31,"sau, sau đó",あとで,後で,HẬU
14,32,thêm một chút nữa thôi,もう すこし,もう少し,THIẾU
14,33,thêm ~,もう～,,
14,34,Được chứ. / Được ạ,いいですよ。,,
14,35,Thôi nào. / Nào,さあ,,
14,36,Ô! / Ủa?,あれ？,,
14,37,Anh/chị hãy rẽ phải ở chỗ đèn tín hiệu,しんごうをみぎへまがってください,信号を右へ曲がってください,TÍN HIỆU / HỮU / KHÚC
14,38,thẳng,まっすぐ,,
14,39,Gửi anh/chị tiền này. / Tôi trả bằng cái này,これでおねがいします。,これでお願いします。,NGUYỆN
14,40,"tiền lẻ, tiền thừa",おつり,お釣り,ĐIẾU
14,41,"Umeda, tên một địa phương ở Osaka",うめだ,梅田,MAI ĐIỀN
15,1,đứng,たちます,立ちます,LẬP
15,2,ngồi,すわります,座ります,TỌA
15,3,"dùng, sử dụng",つかいます,使います,SỬ
15,4,"đặt, để",おきます,置きます,TRÍ
15,5,"làm, chế tạo, sản xuất",つくります,作ります／造ります,TÁC / TẠO
15,6,bán,うります,売ります,MẠI
15,7,biết,しります,知ります,TRI
15,8,"sống, ở",すみます,住みます,TRÚ
15,9,nghiên cứu,けんきゅうします,研究します,NGHIÊN CỨU
15,10,biết,しって います,知っています,TRI
15,11,sống ở Osaka,［おおさかに～］すんで います,［大阪に～］住んでいます,ĐẠI PHẢN / TRÚ
15,12,"tài liệu, tư liệu",しりょう,資料,TƯ LIỆU
15,13,ca-ta-lô,カタログ,,
15,14,bảng giờ tàu chạy,じこくひょう,時刻表,THỜI KHẮC BIỂU
15,15,quần áo,ふく,服,PHỤC
15,16,sản phẩm,せいひん,製品,CHẾ PHẨM
15,17,phần mềm,ソフト,,
15,18,chuyên môn,せんもん,専門,CHUYÊN MÔN
15,19,nha sĩ,はいしゃ,歯医者,XỈ Y GIẢ
15,20,hiệu cắt tóc,とこや,床屋,SÀNG ỐC
15,21,quầy bán vé trong nhà hát,プレイガイド,,
15,22,độc thân,どくしん,独身,ĐỘC THÂN
15,23,đặc biệt,とくに,特に,ĐẶC
15,24,"nhớ lại, hồi tưởng",おもいだします,思い出します,TƯ XUẤT
15,25,gia đình của người khác,ごかぞく,ご家族,GIA TỘC
15,26,thể kính trọng của います,いらっしゃいます,,
15,27,trường trung học phổ thông,こうこう,高校,CAO HIỆU
15,28,"Nihonbashi, tên một khu phố buôn bán ở Osaka",にっぽんばし,日本橋,NHẬT BẢN KIỀU
16,1,"đi, lên tàu",［でんしゃに～］のります,［電車に～］乗ります,ĐIỆN XA / THỪA
16,2,xuống tàu,［でんしゃを～］おります,［電車を～］降ります,ĐIỆN XA / GIÁNG
16,3,"chuyển tàu, đổi tàu",のりかえます,乗り換えます,THỪA / HOÁN
16,4,tắm vòi hoa sen,［シャワーを～］あびます,［シャワーを～］浴びます,DỤC
16,5,"cho vào, bỏ vào",いれます,入れます,NHẬP
16,6,"lấy ra, rút tiền",だします,出します,XUẤT
16,7,"vào đại học, nhập học đại học",［だいがくに～］はいります,［大学に～］入ります,ĐẠI HỌC / NHẬP
16,8,"ra khỏi đại học, tốt nghiệp đại học",［だいがくを～］でます,［大学を～］出ます,ĐẠI HỌC / XUẤT
16,9,"bỏ việc, thôi việc ở công ty",［かいしゃを～］やめます,［会社を～］辞めます,HỘI XÃ / TỪ
16,10,"bấm, ấn nút",おします,押します,ÁP
16,11,trẻ,わかい,若い,NHƯỢC
16,12,dài,ながい,長い,TRƯỜNG
16,13,ngắn,みじかい,短い,ĐOẢN
16,14,sáng,あかるい,明るい,MINH
16,15,tối,くらい,暗い,ÁM
16,16,"cao, dùng cho người",せが たかい,背が高い,BỐI / CAO
16,17,thông minh,あたまが いい,頭がいい,ĐẦU
16,18,"người, cơ thể",からだ,体,THỂ
16,19,đầu,あたま,頭,ĐẦU
16,20,tóc,かみ,髪,PHÁT
16,21,mặt,かお,顔,NHAN
16,22,mắt,め,目,MỤC
16,23,tai,みみ,耳,NHĨ
16,24,miệng,くち,口,KHẨU
16,25,răng,は,歯,XỈ
16,26,bụng,おなか,お腹,PHÚC
16,27,chân,あし,足,TÚC
16,28,dịch vụ,サービス,,
16,29,chạy bộ,ジョギング,,
16,30,vòi hoa sen,シャワー,,
16,31,màu xanh lá cây,みどり,緑,LỤC
16,32,chùa,［お］てら,［お］寺,TỰ
16,33,đền thờ Thần đạo,じんじゃ,神社,THẦN XÃ
16,34,"lưu học sinh, du học sinh",りゅうがくせい,留学生,LƯU HỌC SINH
16,35,"số một, nhất",いちばん,一番,NHẤT PHIÊN
16,36,làm thế nào,どうやって,,
16,37,"cái nào ~, dùng khi có từ ba lựa chọn trở lên",どの～,,
16,38,"Không, tôi còn kém lắm",［いいえ、］まだまだです。,,
16,39,Anh/chị rút tiền ạ?,おひきだしですか,お引き出しですか,DẪN XUẤT
16,40,"trước hết, đầu tiên",まず,,
16,41,"thẻ ngân hàng, thẻ ATM",キャッシュカード,,
16,42,"mã số bí mật, mật khẩu",あんしょうばんごう,暗証番号,ÁM CHỨNG PHIÊN HIỆU
16,43,tiếp theo,つぎに,次に,THỨ
16,44,"số tiền, khoản tiền",きんがく,金額,KIM NGẠCH
16,45,"sự xác nhận, sự kiểm tra",かくにん,確認,XÁC NHẬN
16,46,nút,ボタン,,
16,47,công ty đường sắt Nhật Bản,ＪＲ,,
16,48,châu Á,アジア,,
16,49,"Bandung, một địa danh ở Indonesia",バンドン,,
16,50,"Veracruz, một địa danh ở Mexico",ベラクルス,,
16,51,"Franken, một địa danh ở Đức",フランケン,,
16,52,Việt Nam,ベトナム,,
16,53,Huế,フェ,,
16,54,tên một điểm dừng xe buýt giả tưởng,だいがくまえ,大学前,ĐẠI HỌC TIỀN
17,1,nhớ,,,giác
17,2,quên,,,
17,3,"mất, đánh mất",,,
17,4,nộp báo cáo,,,xuất
17,5,trả tiền,,,phất
17,6,trả lại,,,phản
17,7,ra ngoài,,,xuất
17,8,"cởi quần áo, cởi giày",,,thoát
17,9,"mang đi, mang theo",,,trì hành
17,10,mang đến,,,trì lai
17,11,lo lắng,,,tâm phối
17,12,"làm thêm, làm quá giờ",,,tàn nghiệp
17,13,đi công tác,,,xuất trương
17,14,uống thuốc,,,dược
17,15,"tắm bồn, vào bồn tắm",,,phong lữ nhập
17,16,"quan trọng, quý giá",,,đại thiết
17,17,"không sao, không có vấn đề gì",,,đại trượng phu
17,18,nguy hiểm,,,nguy
17,19,vấn đề,,,vấn đề
17,20,câu trả lời,,,đáp 
17,21,cấm hút thuốc,,,cầm yên
17,22,thẻ bảo hiểm y tế,,,"kiện khang , bảo hiểm chứng"
17,23,"cảm, cúm",,,phong tà 
17,24,sốt,,,nhiệt 
17,25,"ốm, bệnh",,,bệnh khí
17,26,thuốc,,,dước
17,27,bồn tắm,,,phong lữ nhập
17,28,áo khoác,,,thượng trước
17,29,quần áo lót,,,hạ trước
17,30,"thầy, cô",,,tiên sinh 
17,31,vài ngày,,,
17,32,trước ~,,,
17,33,vì thế,,,
17,34,Có vấn đề gì?,,,
17,35,Tôi bị đau họng.,,,
17,36,Anh/chị nhớ giữ gìn sức khỏe.,,,
18,1,có thể,,,xuất lai
18,2,rửa,,,tẩy
18,3,chơi nhạc cụ,,,đàn
18,4,hát,,,ca
18,5,"sưu tầm, thu thập",,,tập
18,6,"vứt, bỏ đi",,,xả 
18,7,đổi,,,hoán
18,8,lái xe,,,vận chuyển 
18,9,đặt chỗ,,,dự ước
18,10,tham quan học tập,,,kiến học 
18,11,đàn piano,,,
18,12,mét,,,
18,13,quốc tế,,,quốc tế
18,14,tiền mặt,,,hiện kim 
18,15,sở thích,,,thú vị
18,16,nhật ký,,,
18,17,cầu nguyện,,,kỳ
18,18,tổ trưởng,,,ca trưởng
18,19,trưởng phòng,,,bộ trưởng 
18,20,giám đốc,,,xã trưởng
18,21,động vật,,,động vật
18,22,ngựa,,,mã
18,23,thế à,,  ,
18,24,Hay thật nhỉ,,,
18,25,khó mà,,,
18,26,trang trại,,,mục trường
18,27,Thật không,,,bản đương
18,28,nhất định,,,thị phi
18,29,Beatles,,,
19,1,leo núi,,,đăng 
19,2,trọ khách sạn,,,bạc 
19,3,dọn vệ sinh,,,tảo trừ
19,4,giặt,,,tẩy trạc
19,5,luyện tập,,,luyện tập
19,6,trở thành,,,
19,7,buồn ngủ,,,miên
19,8,mạnh,,,cường
19,9,yếu,,,nhược
19,10,tình trạng tốt,,,điều tử
19,11,tình trạng xấu,,,điều tử xấu
19,12,tình trạng,,,điều tử xấu
19,13,golf,,,
19,14,Sumo,,,tương phác
19,15,Pachinko,,,
19,16,trà,,,trà
19,17,ngày,,,nhật
19,18,một lần,,,nhất hồi
19,19,chưa lần nào,,,nhất hồi
19,20,dần dần,,,
19,21,sắp,,,
19,22,cảm ơn,,,
19,23,nâng cốc,,,càn bôi
19,24,thật ra,,,thực 
19,25,ăn kiêng,,,
19,26,nhiều lần,,,hà hồi 
19,27,nhưng,,,
19,28,quá sức,,,vô lí
19,29,tốt cho sức khỏe,,,thể
19,30,bánh ngọt,,,
19,31,Katsushika Hokusai,,,
20,1,cần visa,,,yếu
20,2,tìm hiểu,,,điều 
20,3,sửa,,,trực
20,4,tu sửa,,,tu lí 
20,5,gọi điện,,,điện thoại
20,6,tớ,,,bộc
20,7,cậu,,,quân
20,8,#NAME?,,,
20,9,ừ,,,
20,10,không,,,
20,11,nhân viên công ty,,,
20,12,"từ, tiếng",,,ngôn diệp
20,13,giá cả,,,vật giá
20,14,kimono,,,trước vật
20,15,visa,,,
20,16,ban đầu,,,thủy
20,17,kết thúc,,,chung
20,18,phía này,,,
20,19,phía đó,,,
20,20,phía kia,,,
20,21,phía nào,,,
20,22,hôm nọ,,,gian
20,23,mọi người cùng,,,
20,24,nhưng,,,
20,25,về nước không,,,
20,26,tính sao,,,
20,27,để tôi xem,,,
20,28,nếu thích,,,
20,29,nhiều thứ,,,
21,1,nghĩ,,,tư 
21,2,nói,,,ngôn
21,3,đủ,,,túc
21,4,thắng,,,thắng
21,5,thua,,,phụ
21,6,được tổ chức,,,
21,7,giúp ích,,,dịch lập
21,8,lãng phí,,,vô đà
21,9,bất tiện,,,
21,10,giống,,,đồng 
21,11,ghê quá,,,
21,12,thủ tướng,,,thủ tướng
21,13,tổng thống,,,đại thống lĩnh
21,14,chính trị,,,chính trị
21,15,tin tức,,,
21,16,bài phát biểu,,,
21,17,trận đấu,,,thí hợp
21,18,làm thêm,,,
21,19,ý kiến,,,ý kiến
21,20,câu chuyện,,,thoại
21,21,hài hước,,,
21,22,sự lãng phí,,,vô đà
21,23,thiết kế,,,
21,24,giao thông,,,giao thông
21,25,giờ cao điểm,,,
21,26,gần đây,,,tối cận
21,27,chắc,,,đa phân
21,28,chắc chắn,,,
21,29,thật sự,,,bản đương
21,30,không lắm,,,
21,31,về,,,
21,32,đành chịu,,,
21,33,lâu không gặp,,,
21,34,mời uống,,,
21,35,tôi phải xem,,,
21,36,tất nhiên,,,
21,37,kangaroo,,,
21,38,James Cook,,,
22,1,"mặc [áo sơ mi, v.v.]",［シャツを～］きます,［シャツを～］着ます,TRƯỚC
22,2,"đi, mặc [giày, quần âu, v.v.]",［くつを～］はきます,［靴を～］はきます,NGOA
22,3,"đội [mũ, v.v.]",［ぼうしを～］かぶります,［帽子を～］かぶります,MẠO TỬ
22,4,đeo [kính],［めがねを～］かけます,［眼鏡を～］かけます,NHÃN KÍNH
22,5,sinh ra,うまれます,生まれます,SINH
22,6,áo khoác,コート,,
22,7,com-lê,スーツ,,
22,8,áo len,セーター,,
22,9,mũ,ぼうし,帽子,MẠO TỬ
22,10,kính,めがね,眼鏡,NHÃN KÍNH
22,11,"tốt, rõ (chỉ mức độ)",よく,,
22,12,Chúc mừng.,おめでとうございます。,,
22,13,"phía này, đằng này, chỗ này, đây",こちら,,
22,14,tiền thuê nhà,やちん,家賃,GIA NHẪM
22,15,ừ~./ Để tôi xem./ Thế nào nhỉ.,うーん。,,
22,16,bếp kèm phòng ăn,ダイニングキチン,,
22,17,phòng kiểu Nhật,わしつ,和室,HÒA THẤT
22,18,chỗ để chăn gối trong một căn phòng kiểu Nhật,おしいれ,押入れ,ÁP NHẬP
22,19,"chăn, đệm",ふとん,布団,BỐ ĐOÀN
22,20,nhà chung cư,アパート,,
22,21,Pari,パリ,,
22,22,Vạn Lý Trường Thành,ばんりのちょうじょう,万里の長城,VẠN LÝ TRƯỜNG THÀNH
22,23,Trung tâm phát triển hoạt động giải trí cho người dân,よかかいはつセンター,余暇開発センター,DƯ HẠ KHAI PHÁT
22,24,sách trắng về sử dụng thời gian rảnh rỗi,レジャーはくしょ,レジャー白書,BẠCH THƯ
23,1,hỏi [giáo viên],［せんせいに～］ききます,［先生に～］聞きます,TIÊN SINH VĂN
23,2,vặn (núm),まわします,回します,HỒI
23,3,chơi (nhạc cụ),ひきます,引きます,DẪN
23,4,đổi,かえます,変えます,BIẾN
23,5,"sờ, chạm vào [cửa]",［ドアに～］さわります,［ドアに～］触ります,XÚC
23,6,"ra, đi ra [tiền thừa ~]",［おつりが～］でます,［お釣りが～］出ます,ĐIẾU XUẤT
23,7,"chuyển động, chạy [đồng hồ ~]",［とけいが～］うごきます,［時計が～］動きます,THỜI KẾ ĐỘNG
23,8,đi bộ [trên đường],［みちを～］あるきます,［道を～］歩きます,ĐẠO BỘ
23,9,"qua, đi qua [cầu]",［はしを～］わたります,［橋を～］渡ります,KIỀU ĐỘ
23,10,"chú ý, cẩn thận [với ô-tô]",［くるまに～］きをつけます,［車に～］気をつけます,XA KHÍ
23,11,chuyển nhà,ひっこしします,引っ越しします,DẪN VIỆT
23,12,cửa hàng đồ điện,でんきや,電気屋,ĐIỆN KHÍ ỐC
23,13,cửa hàng ~,～や,～屋,ỐC
23,14,"cỡ, kích thước",サイズ,,
23,15,âm thanh,おと,音,ÂM
23,16,"máy, máy móc",きかい,機械,CƠ GIỚI
23,17,núm vặn,つまみ,,
23,18,hỏng (bị hỏng),こしょう,故障,CỐ CHƯỚNG
23,19,đường,みち,道,ĐẠO
23,20,ngã tư,こうさてん,交差点,GIAO SAI ĐIỂM
23,21,đèn tín hiệu,しんごう,信号,TÍN HIỆU
23,22,góc,かど,角,GIÁC
23,23,cầu,はし,橋,KIỀU
23,24,bãi đỗ xe,ちゅうしゃじょう,駐車場,TRÚ XA TRƯỜNG
23,25,"thứ –, số – (biểu thị thứ tự)",―め,―目,MỤC
23,26,Tết (Dương lịch),［お］しょうがつ,［お］正月,CHÍNH NGUYỆT
23,27,Xin cám ơn anh/chị đã đãi tôi bữa cơm.,ごちそうさま［でした］。,,
